이체년월,법정동시도,법정동시군_일부통합(연금일시금분류(일시금합침)),노령연금 수급자수,노령연금 금액,장애연금 수급자수,장애연금 금액,유족연금 수급자수,유족연금 금액,일시금 수급자수,일시금 금액
2022-09,전라북도,장수군,4260 ,1562661780 ,46 ,17673050 ,1042 ,203248280 ,8 ,44220690 
2022-09,전라북도,임실군,5372 ,1968109890 ,41 ,17041850 ,1280 ,256001760 ,9 ,87140320 
2022-09,전라북도,순창군,5190 ,1820598620 ,38 ,15703840 ,1434 ,272386520 ,4 ,36990890 
2022-09,전라북도,고창군,9859 ,3434220720 ,84 ,37102080 ,2476 ,483976090 ,24 ,99226090 
2022-09,전라북도,부안군,8627 ,3018576410 ,78 ,32928060 ,2040 ,430645690 ,26 ,148529560 
2022-09,전라남도,목포시,21822 ,8616308960 ,297 ,148888380 ,4326 ,985974160 ,74 ,309902440 
2022-09,전라남도,여수시,32233 ,14495885730 ,443 ,209660240 ,6832 ,1657818450 ,124 ,674922400 
2022-09,전라남도,순천시,25903 ,11980296970 ,411 ,184733140 ,5436 ,1297899780 ,83 ,363692540 
2022-09,전라남도,나주시,14689 ,5641091860 ,151 ,64284980 ,3520 ,758998270 ,41 ,189293070 
2022-09,전라남도,광양시,14077 ,7643062650 ,201 ,149332560 ,2889 ,717967790 ,45 ,273238100 
2022-09,전라남도,담양군,8199 ,3239389240 ,84 ,26989750 ,1885 ,386985050 ,17 ,75142220 
2022-09,전라남도,곡성군,5567 ,2069717100 ,49 ,18516360 ,1430 ,279895160 ,10 ,53920480 
2022-09,전라남도,구례군,4562 ,1694226080 ,46 ,22547420 ,1193 ,239206620 ,11 ,99097030 
2022-09,전라남도,고흥군,12514 ,4330381020 ,121 ,51887490 ,3745 ,748167340 ,31 ,180321550 
2022-09,전라남도,보성군,7274 ,2594178180 ,62 ,26457330 ,2065 ,417195910 ,12 ,36773300 
2022-09,전라남도,화순군,9914 ,3949944580 ,108 ,56700730 ,2582 ,542311740 ,24 ,121672600 
2022-09,전라남도,장흥군,6229 ,2153038530 ,55 ,22074640 ,1708 ,359967480 ,11 ,45006850 
2022-09,전라남도,강진군,6152 ,2257382500 ,48 ,20374330 ,1648 ,361422430 ,9 ,24858110 
2022-09,전라남도,해남군,10940 ,3897957740 ,110 ,43513890 ,3037 ,638079530 ,19 ,85764930 
2022-09,전라남도,영암군,7785 ,2923975650 ,79 ,43424310 ,2105 ,452052490 ,27 ,95394010 
2022-09,전라남도,무안군,9500 ,3605042790 ,130 ,60775510 ,2440 ,525336870 ,28 ,161714280 
2022-09,전라남도,함평군,6096 ,2213219740 ,71 ,24764130 ,1626 ,334264400 ,7 ,26006200 
2022-09,전라남도,영광군,7656 ,2784787370 ,79 ,33281480 ,2087 ,422364780 ,19 ,94219070 
2022-09,전라남도,장성군,7703 ,2987175060 ,60 ,25716980 ,1776 ,346921830 ,17 ,56765950 
2022-09,전라남도,완도군,7553 ,2631270610 ,61 ,25346270 ,2288 ,489266300 ,16 ,69962860 
2022-09,전라남도,진도군,4702 ,1636784740 ,38 ,15857290 ,1425 ,304387240 ,13 ,36261700 
2022-09,전라남도,신안군,7359 ,2662966120 ,52 ,22595460 ,2056 ,430457020 ,10 ,40182070 
2022-09,경상북도,포항시,57939 ,32886948280 ,785 ,457015140 ,11088 ,3128436120 ,159 ,640885820 
2022-09,경상북도,경주시,35671 ,17109912030 ,527 ,264556490 ,6797 ,1631047420 ,130 ,574654450 
2022-09,경상북도,김천시,18656 ,7998904520 ,222 ,94829350 ,3652 ,834237910 ,42 ,213222300 
2022-09,경상북도,안동시,20138 ,8060130090 ,261 ,152806300 ,4669 ,1076232610 ,48 ,126066890 
2022-09,경상북도,구미시,34270 ,18002854760 ,581 ,274798850 ,5941 ,1576611200 ,99 ,440455140 
2022-09,경상북도,영주시,14788 ,5737847160 ,175 ,71677710 ,3114 ,700016930 ,31 ,87765900 
2022-09,경상북도,영천시,16799 ,6909235010 ,200 ,157240850 ,3473 ,751683610 ,61 ,461593840 
2022-09,경상북도,상주시,16608 ,6468562910 ,173 ,66929720 ,4400 ,937450030 ,41 ,200594430 
2022-09,경상북도,문경시,12089 ,5010826620 ,141 ,59389020 ,2952 ,634907650 ,31 ,119778720 
2022-09,경상북도,경산시,29017 ,13068690760 ,375 ,175893170 ,5301 ,1317003790 ,73 ,359960000 
2022-09,경상북도,군위군,5324 ,2158349190 ,44 ,15549260 ,1134 ,243468450 ,5 ,28504350 
2022-09,경상북도,의성군,11503 ,4448927810 ,107 ,53147310 ,3100 ,682568050 ,14 ,62932580 
2022-09,경상북도,청송군,4951 ,2026472080 ,43 ,17500160 ,1186 ,271876380 ,12 ,18534970 
2022-09,경상북도,영양군,3037 ,1182033230 ,27 ,14766560 ,803 ,186069450 ,7 ,22390850 
2022-09,경상북도,영덕군,7072 ,2652620210 ,55 ,23719030 ,1935 ,396091580 ,8 ,36052710 
2022-09,경상북도,청도군,9346 ,3914090690 ,71 ,27171770 ,2204 ,493905650 ,20 ,108260850 
2022-09,경상북도,고령군,5759 ,2286041600 ,71 ,28195240 ,1284 ,282794290 ,24 ,140647140 
2022-09,경상북도,성주군,8030 ,3371831670 ,65 ,29932160 ,1674 ,380672480 ,14 ,72208250 
2022-09,경상북도,칠곡군,12188 ,5785723920 ,173 ,74205730 ,2371 ,599130410 ,59 ,365417920 
2022-09,경상북도,예천군,8713 ,3412270860 ,94 ,36355180 ,2414 ,521465660 ,12 ,57286550 
2022-09,경상북도,봉화군,6242 ,2548029750 ,66 ,27068010 ,1412 ,307702610 ,15 ,83987760 
2022-09,경상북도,울진군,7389 ,3074445980 ,71 ,29606530 ,1897 ,407651830 ,20 ,78761320 
2022-09,경상북도,울릉군,1276 ,550993200 ,9 ,2776850 ,255 ,65031550 ,10 ,26084010 
2022-09,경상남도,창원시,106456 ,59260752400 ,1581 ,747342580 ,17510 ,5015174990 ,327 ,1680409370 
2022-09,경상남도,진주시,33806 ,15337732150 ,551 ,259674730 ,6903 ,1773604440 ,105 ,435956980 
2022-09,경상남도,통영시,13972 ,5936171630 ,219 ,103191710 ,2987 ,726212350 ,65 ,378683810 
2022-09,경상남도,사천시,12601 ,5219260650 ,176 ,147546770 ,2776 ,642303370 ,34 ,125505640 
2022-09,경상남도,김해시,44691 ,22284100610 ,999 ,472114760 ,8458 ,2236471510 ,197 ,1526913760 
2022-09,경상남도,밀양시,17238 ,7568573490 ,171 ,65825920 ,3738 ,844885920 ,42 ,191747180 
2022-09,경상남도,거제시,21469 ,14300067370 ,394 ,176546520 ,4138 ,1250717380 ,79 ,475486450 
2022-09,경상남도,양산시,35579 ,17943912560 ,638 ,306561820 ,6243 ,1707913110 ,129 ,697964730 
2022-09,경상남도,의령군,5313 ,2199766400 ,50 ,19128870 ,1285 ,273828150 ,15 ,105387870 
2022-09,경상남도,함안군,9699 ,4423367750 ,111 ,43509460 ,2142 ,505467200 ,28 ,164094660 
2022-09,경상남도,창녕군,10949 ,4630879790 ,120 ,57141210 ,2457 ,542009990 ,32 ,214361550 
2022-09,경상남도,고성군,8906 ,3688419040 ,114 ,46835280 ,1978 ,436298710 ,24 ,148487640 
2022-09,경상남도,남해군,7897 ,3207016890 ,87 ,34737160 ,2211 ,486017600 ,23 ,56882790 
2022-09,경상남도,하동군,8104 ,3261622610 ,84 ,57869040 ,1913 ,418173160 ,23 ,122915360 
2022-09,경상남도,산청군,6817 ,2825738220 ,61 ,44475650 ,1621 ,347578010 ,8 ,28273060 
2022-09,경상남도,함양군,6984 ,2739597210 ,66 ,24878910 ,1797 ,386265750 ,21 ,87323060 
2022-09,경상남도,거창군,9515 ,3721749470 ,90 ,33151010 ,2495 ,545446060 ,16 ,67418700 
2022-09,경상남도,합천군,8945 ,3560380510 ,83 ,54771420 ,2472 ,529217790 ,13 ,96578220 
2022-09,제주특별자치도,제주시,43166 ,19503437030 ,571 ,277175840 ,8653 ,2256480640 ,135 ,693782760 
2022-09,제주특별자치도,서귀포시,21131 ,9010179040 ,233 ,137190410 ,4185 ,1026229260 ,93 ,833280580 
2022-10,서울특별시,종로구,13820 ,6955676350 ,98 ,68765080 ,2006 ,602040110 ,42 ,314630130 
2022-10,서울특별시,중구,12217 ,5744199390 ,109 ,50795130 ,1684 ,471605120 ,56 ,258148670 
2022-10,서울특별시,용산구,20058 ,11091102230 ,170 ,99153290 ,2812 ,914297450 ,75 ,330047640 
2022-10,서울특별시,성동구,26585 ,13688855900 ,231 ,133904810 ,3932 ,1165535840 ,91 ,490487780 
2022-10,서울특별시,광진구,30683 ,15664728400 ,289 ,162730030 ,4606 ,1362873690 ,142 ,702507990 
2022-10,서울특별시,동대문구,33900 ,15279831080 ,376 ,242357070 ,5370 ,1451535880 ,148 ,773764600 
2022-10,서울특별시,중랑구,40424 ,17782593850 ,439 ,260541800 ,6432 ,1732526480 ,139 ,540189040 
2022-10,서울특별시,성북구,41045 ,19565674150 ,418 ,316375940 ,6541 ,1798199160 ,105 ,406731640 
2022-10,서울특별시,강북구,33308 ,13924932200 ,414 ,243872240 ,5522 ,1461811900 ,143 ,549785920 
2022-10,서울특별시,도봉구,37569 ,18111186630 ,397 ,205236850 ,5603 ,1546515520 ,107 ,462863200 
2022-10,서울특별시,노원구,49070 ,23839136270 ,637 ,319004290 ,8000 ,2258912480 ,141 ,764776000 
2022-10,서울특별시,은평구,48809 ,22650170370 ,531 ,244110990 ,7479 ,2077153340 ,198 ,954376150 
2022-10,서울특별시,서대문구,29544 ,14506043540 ,308 ,218661150 ,4544 ,1312541140 ,99 ,590284450 
2022-10,서울특별시,마포구,30075 ,15701059110 ,306 ,202178430 ,4785 ,1451530320 ,100 ,487245790 
2022-10,서울특별시,양천구,43082 ,23556112530 ,449 ,256015300 ,6312 ,1904900200 ,127 ,823357910 
2022-10,서울특별시,강서구,55147 ,28453605830 ,715 ,368956760 ,8032 ,2338147740 ,187 ,1037484980 
2022-10,서울특별시,구로구,43019 ,21283101510 ,488 ,215148670 ,6398 ,1818119050 ,209 ,995033580 
2022-10,서울특별시,금천구,24415 ,11302295830 ,291 ,160342270 ,3634 ,953931260 ,118 ,534947590 
2022-10,서울특별시,영등포구,35104 ,19082033040 ,376 ,234416400 ,5143 ,1567535680 ,164 ,904375640 
2022-10,서울특별시,동작구,37614 ,19962215280 ,317 ,164149810 ,5457 ,1675796320 ,125 ,755424410 
2022-10,서울특별시,관악구,44708 ,20615355140 ,514 ,363319610 ,6995 ,1956217830 ,164 ,802653270 
2022-10,서울특별시,서초구,35028 ,23569813500 ,232 ,152506310 ,4463 ,1728267780 ,110 ,902768620 
2022-10,서울특별시,강남구,45351 ,31019395480 ,384 ,227743370 ,5724 ,2166434630 ,116 ,956973060 
2022-10,서울특별시,송파구,61756 ,38024005410 ,587 ,408659690 ,7737 ,2633359850 ,166 ,1063334820 
2022-10,서울특별시,강동구,44781 ,24009566970 ,529 ,312437010 ,6284 ,1886289690 ,126 ,633532660 
2022-10,부산광역시,중구,5694 ,2272686160 ,65 ,26363830 ,921 ,221708060 ,26 ,124193360 
2022-10,부산광역시,서구,14621 ,6397819790 ,170 ,67653070 ,2662 ,700244370 ,51 ,285711340 
2022-10,부산광역시,동구,12005 ,5097935530 ,145 ,81714990 ,2303 ,594068950 ,49 ,188389800 
2022-10,부산광역시,영도구,17125 ,7930398410 ,224 ,101080650 ,3383 ,899727160 ,63 ,326519650 
2022-10,부산광역시,부산진구,42121 ,19487905100 ,572 ,272653450 ,7868 ,2104189870 ,128 ,529750200 
2022-10,부산광역시,동래구,31414 ,15669498220 ,361 ,172859600 ,5463 ,1559896880 ,82 ,365710940 
2022-10,부산광역시,남구,31483 ,15321562880 ,363 ,189788180 ,5905 ,1660341720 ,91 ,444534940 
2022-10,부산광역시,북구,34381 ,17240210700 ,517 ,247605250 ,5445 ,1524733970 ,110 ,646219900 
2022-10,부산광역시,해운대구,42697 ,22724494500 ,499 ,282214110 ,7101 ,2106524650 ,171 ,1016057030 
2022-10,부산광역시,사하구,40235 ,19697371650 ,568 ,271297530 ,6748 ,1835477350 ,140 ,781907330 
2022-10,부산광역시,금정구,29342 ,14683656390 ,352 ,169687040 ,4871 ,1390362820 ,74 ,383277420 
2022-10,부산광역시,강서구,12106 ,6028137240 ,178 ,69159480 ,1889 ,507398550 ,54 ,459691270 
2022-10,부산광역시,연제구,24388 ,11763253110 ,280 ,153012020 ,4204 ,1158281680 ,63 ,243322870 
2022-10,부산광역시,수영구,21453 ,10565655190 ,239 ,132816810 ,3592 ,1060895570 ,64 ,468698640 
2022-10,부산광역시,사상구,27910 ,13485579030 ,391 ,170287950 ,4838 ,1270823830 ,110 ,521570870 
2022-10,부산광역시,기장군,17065 ,8104584630 ,252 ,101225970 ,3111 ,836881630 ,78 ,567142360 
2022-10,대구광역시,중구,8178 ,3367764650 ,86 ,42072320 ,1402 ,360338650 ,36 ,177253540 
2022-10,대구광역시,동구,40099 ,17175571920 ,525 ,217446990 ,6986 ,1786944030 ,132 ,602630140 
2022-10,대구광역시,서구,23981 ,9787018890 ,335 ,163426390 ,4399 ,1061013720 ,95 ,458418170 
2022-10,대구광역시,남구,17402 ,7144984540 ,209 ,90105340 ,3257 ,850352390 ,73 ,388580910 
2022-10,대구광역시,북구,43862 ,19938144910 ,663 ,293007570 ,8188 ,2100215790 ,119 ,643224340 
2022-10,대구광역시,수성구,37747 ,19715086220 ,485 ,295157750 ,6412 ,1871612370 ,103 ,460130880 
2022-10,대구광역시,달서구,54756 ,26598372240 ,849 ,456524660 ,9565 ,2558956920 ,130 ,628392810 
2022-10,대구광역시,달성군,24873 ,11782092500 ,398 ,228260150 ,4456 ,1116886780 ,99 ,648729110 
2022-10,인천광역시,중구,12383 ,6028585600 ,164 ,132934110 ,1926 ,525942490 ,62 ,426214470 
2022-10,인천광역시,동구,8229 ,3856730410 ,103 ,63178770 ,1458 ,385064000 ,29 ,119639010 
2022-10,인천광역시,미추홀구,41421 ,19589601150 ,583 ,311847450 ,7305 ,2022978000 ,191 ,1058332750 
2022-10,인천광역시,연수구,28338 ,17076631390 ,410 ,321238510 ,4228 ,1325858860 ,106 ,596202770 
2022-10,인천광역시,남동구,46392 ,23102068620 ,829 ,422392790 ,7676 ,2169839350 ,223 ,1118917610 
2022-10,인천광역시,부평구,47785 ,23721593370 ,778 ,398890430 ,8035 ,2272521090 ,169 ,843065070 
2022-10,인천광역시,계양구,28599 ,14434300750 ,463 ,231283590 ,4593 ,1252123160 ,111 ,624869740 
2022-10,인천광역시,서구,44790 ,23387579950 ,822 ,569259120 ,7087 ,1999355840 ,271 ,1414176930 
2022-10,인천광역시,강화군,12541 ,5602269370 ,105 ,41615570 ,1991 ,466442630 ,26 ,144698820 
2022-10,인천광역시,옹진군,3152 ,1478362010 ,28 ,12155770 ,570 ,142224160 ,10 ,64904190 
2022-10,광주광역시,동구,11840 ,5118123130 ,101 ,56003070 ,2005 ,512956510 ,23 ,106649470 
2022-10,광주광역시,서구,25319 ,12221253810 ,338 ,153859760 ,4535 ,1227879420 ,80 ,330013470 
2022-10,광주광역시,남구,21526 ,9394758390 ,279 ,112423570 ,3923 ,1014482990 ,75 ,346584570 
2022-10,광주광역시,북구,39606 ,17921441240 ,591 ,320133180 ,7062 ,1826918150 ,152 ,751601640 
2022-10,광주광역시,광산구,26065 ,12455111140 ,557 ,279669270 ,5374 ,1397975660 ,117 ,660157880 
2022-10,대전광역시,동구,24445 ,10270193390 ,317 ,118333430 ,4251 ,1061421750 ,73 ,220701260 
2022-10,대전광역시,중구,25269 ,11058245320 ,316 ,134142930 ,4309 ,1118427740 ,78 ,396816820 
2022-10,대전광역시,서구,38249 ,19411395170 ,486 ,273662570 ,6143 ,1735138340 ,104 ,475678610 
2022-10,대전광역시,유성구,22776 ,13660925650 ,319 ,181670070 ,3446 ,1055516020 ,53 ,414980860 
2022-10,대전광역시,대덕구,18820 ,9104499700 ,308 ,174327130 ,2974 ,809760180 ,49 ,316792490 
2022-10,울산광역시,중구,22351 ,13834964250 ,360 ,154717560 ,3741 ,1182436680 ,89 ,355635610 
2022-10,울산광역시,남구,29481 ,19526690240 ,445 ,273357550 ,4861 ,1649678420 ,104 ,609230700 
2022-10,울산광역시,동구,17421 ,14504405900 ,208 ,136217380 ,2599 ,960974590 ,48 ,230711040 
2022-10,울산광역시,북구,15999 ,11919351110 ,310 ,139366990 ,2727 ,913331350 ,88 ,408472510 
2022-10,울산광역시,울주군,24207 ,13974940120 ,371 ,171889810 ,4247 ,1221798710 ,86 ,585838810 
2022-10,세종특별자치시,세종특별자치시,23163 ,12177572470 ,324 ,145557790 ,4022 ,1072352430 ,77 ,380343900 
2022-10,경기도,수원시,87852 ,47588272370 ,1310 ,750084210 ,14507 ,4246559960 ,372 ,2227350700 
2022-10,경기도,성남시,84423 ,46766791090 ,920 ,633968150 ,12216 ,3684489340 ,338 ,1701726990 
2022-10,경기도,의정부시,41082 ,18708002720 ,600 ,278313150 ,7338 ,1997678520 ,192 ,853796960 
2022-10,경기도,안양시,53577 ,29763326930 ,641 ,312082650 ,7940 ,2367772060 ,155 ,738910070 
2022-10,경기도,부천시,79740 ,39338812090 ,1068 ,631366360 ,12118 ,3320472220 ,378 ,1945268650 
2022-10,경기도,광명시,28777 ,14458610040 ,378 ,183781720 ,4475 ,1259359950 ,100 ,544031810 
2022-10,경기도,평택시,43584 ,21909174020 ,681 ,451117440 ,8108 ,2195299460 ,206 ,1151015370 
2022-10,경기도,동두천시,10156 ,4378704390 ,144 ,62055690 ,1905 ,491081620 ,38 ,218548200 
2022-10,경기도,안산시,52744 ,27979349750 ,1029 ,586595930 ,8831 ,2475022800 ,373 ,1985674670 
2022-10,경기도,고양시,92427 ,49713608020 ,1176 ,732202300 ,14256 ,4346502420 ,386 ,2115512320 
2022-10,경기도,과천시,6449 ,4402900900 ,37 ,25707760 ,782 ,265508170 ,12 ,89682160 
2022-10,경기도,구리시,16762 ,8102994660 ,235 ,102705520 ,2650 ,732724720 ,53 ,226299570 
2022-10,경기도,남양주시,61520 ,28995647480 ,948 ,478300430 ,9862 ,2678424160 ,229 ,1230763200 
2022-10,경기도,오산시,15983 ,8064996810 ,286 ,143436390 ,2866 ,789283350 ,115 ,597506960 
2022-10,경기도,시흥시,35594 ,17493586750 ,802 ,420853340 ,5781 ,1570052250 ,290 ,1759594090 
2022-10,경기도,군포시,25468 ,14108305140 ,316 ,256116260 ,3915 ,1177494130 ,88 ,533252550 
2022-10,경기도,의왕시,16232 ,9465208190 ,176 ,129209910 ,2256 ,694638510 ,31 ,162768130 
2022-10,경기도,하남시,26809 ,14247017660 ,332 ,212212570 ,3587 ,1047538460 ,85 ,479774610 
2022-10,경기도,용인시,88306 ,51707198290 ,1038 ,766259520 ,13305 ,4424547330 ,330 ,2234421720 
2022-10,경기도,파주시,40014 ,19075898910 ,616 ,319967230 ,6985 ,1868427980 ,197 ,1340427990 
2022-10,경기도,이천시,20543 ,9969204650 ,313 ,185457620 ,3665 ,947018170 ,113 ,620193520 
2022-10,경기도,안성시,20405 ,9645067010 ,241 ,129011100 ,3537 ,868535330 ,133 ,863369820 
2022-10,경기도,김포시,38433 ,19911149870 ,552 ,288253110 ,5879 ,1734860820 ,253 ,1822042190 
2022-10,경기도,화성시,55602 ,29133441340 ,972 ,500397870 ,9120 ,2551436300 ,434 ,3462592030 
2022-10,경기도,광주시,35877 ,17346300760 ,505 ,269082770 ,5222 ,1403785470 ,187 ,1363891270 
2022-10,경기도,양주시,22531 ,10144511400 ,351 ,156236140 ,3812 ,984240500 ,106 ,656636520 
2022-10,경기도,포천시,18058 ,7987409620 ,254 ,101963280 ,3070 ,728026190 ,116 ,821708810 
2022-10,경기도,여주시,14222 ,6563602750 ,206 ,147358130 ,2562 ,622218180 ,60 ,394099310 
2022-10,경기도,연천군,5980 ,2520922100 ,73 ,52190850 ,1166 ,275597090 ,19 ,113852500 
2022-10,경기도,가평군,9119 ,4203388560 ,111 ,44692360 ,1501 ,363214180 ,30 ,123081710 
2022-10,경기도,양평군,18033 ,9037823370 ,186 ,116498890 ,2805 ,748139350 ,49 ,266932860 
2022-10,강원도,춘천시,25608 ,11707508290 ,394 ,176368840 ,4783 ,1250967580 ,103 ,406751910 
2022-10,강원도,원주시,32340 ,15246852390 ,524 ,280569740 ,5749 ,1468789560 ,142 ,726083630 
2022-10,강원도,강릉시,24996 ,11191936550 ,359 ,157597640 ,5010 ,1247471480 ,81 ,346238890 
2022-10,강원도,동해시,10215 ,4857934520 ,158 ,60810770 ,2064 ,542669020 ,41 ,216269080 
2022-10,강원도,태백시,6461 ,3216971080 ,121 ,41368420 ,1437 ,325390740 ,20 ,107005940 
2022-10,강원도,속초시,8254 ,3519896050 ,114 ,41158150 ,1532 ,373009110 ,40 ,248795490 
2022-10,강원도,삼척시,9554 ,4688365370 ,122 ,46102380 ,2206 ,565876450 ,29 ,140676190 
2022-10,강원도,홍천군,10563 ,4718476980 ,112 ,57506970 ,1908 ,440067200 ,29 ,101350390 
2022-10,강원도,횡성군,8421 ,3843086590 ,102 ,39758310 ,1376 ,309918550 ,31 ,163223980 
2022-10,강원도,영월군,6382 ,2940624290 ,77 ,25197890 ,1202 ,292177690 ,26 ,167272580 
2022-10,강원도,평창군,6823 ,3054320000 ,64 ,25433380 ,1188 ,268154070 ,41 ,162572480 
2022-10,강원도,정선군,5885 ,2584152360 ,102 ,35471330 ,1310 ,296658140 ,27 ,76241060 
2022-10,강원도,철원군,5200 ,2110501960 ,51 ,38439320 ,1132 ,255422330 ,13 ,50600550 
2022-10,강원도,화천군,2952 ,1207643380 ,27 ,11342180 ,589 ,137158340 ,11 ,59852000 
2022-10,강원도,양구군,2470 ,994719530 ,30 ,11816780 ,501 ,113122780 ,7 ,22276950 
2022-10,강원도,인제군,3790 ,1609137830 ,37 ,15790580 ,712 ,163547170 ,12 ,27387210 
2022-10,강원도,고성군,3955 ,1560087030 ,48 ,21126980 ,935 ,205920300 ,12 ,71994670 
2022-10,강원도,양양군,4371 ,1872740970 ,47 ,18564600 ,1036 ,238624870 ,11 ,97047400 
2022-10,충청북도,청주시,72677 ,35580058610 ,1088 ,642411190 ,13479 ,3516382660 ,216 ,1102212560 
2022-10,충청북도,충주시,24321 ,10596175900 ,339 ,161788250 ,4571 ,1073132800 ,75 ,476216300 
2022-10,충청북도,제천시,17013 ,7742011040 ,230 ,84055060 ,3157 ,783738060 ,42 ,177949950 
2022-10,충청북도,보은군,6073 ,2524088890 ,65 ,28079300 ,1412 ,309999730 ,8 ,45871890 
2022-10,충청북도,옥천군,8921 ,3844173120 ,98 ,45807960 ,1768 ,420577870 ,18 ,95142630 
2022-10,충청북도,영동군,8410 ,3531036440 ,69 ,28865700 ,1774 ,409962460 ,25 ,116896010 
2022-10,충청북도,증평군,3870 ,1726671350 ,52 ,37987020 ,726 ,161836220 ,16 ,156258830 
2022-10,충청북도,진천군,9070 ,4209458470 ,121 ,65037890 ,1656 ,390616960 ,41 ,290501760 
2022-10,충청북도,괴산군,7466 ,3313266350 ,37 ,15695200 ,1481 ,332652490 ,18 ,146139210 
2022-10,충청북도,음성군,12503 ,5583027230 ,170 ,91314150 ,2255 ,523037080 ,77 ,656432780 
2022-10,충청북도,단양군,5341 ,2426850000 ,59 ,21456890 ,1051 ,252705620 ,10 ,32459110 
2022-10,충청남도,천안시,48404 ,24096303850 ,820 ,475864820 ,8756 ,2374829810 ,177 ,909339980 
2022-10,충청남도,공주시,15171 ,6252647850 ,148 ,63151710 ,3064 ,689049260 ,36 ,192225770 
2022-10,충청남도,보령시,14613 ,5775780680 ,214 ,94566540 ,3175 ,659670960 ,54 ,328252520 
2022-10,충청남도,아산시,25934 ,12191643040 ,443 ,253384610 ,4711 ,1165959740 ,133 ,827581470 
2022-10,충청남도,서산시,18018 ,7971723040 ,213 ,128811430 ,3420 ,790265290 ,64 ,439990030 
2022-10,충청남도,논산시,16476 ,6537850960 ,154 ,56215900 ,3364 ,710602120 ,45 ,270881830 
2022-10,충청남도,계룡시,2698 ,1229213340 ,43 ,43523930 ,468 ,122091210 ,17 ,62520770 
2022-10,충청남도,당진시,17760 ,7779351950 ,238 ,109828060 ,3494 ,822515720 ,77 ,635548140 
2022-10,충청남도,금산군,8808 ,3406745200 ,71 ,35978530 ,1966 ,410014630 ,15 ,88477530 
2022-10,충청남도,부여군,12163 ,4751360940 ,138 ,56410280 ,2631 ,556333830 ,19 ,88977130 
2022-10,충청남도,서천군,9888 ,3848922130 ,123 ,46140690 ,2067 ,431269280 ,27 ,107491270 
2022-10,충청남도,청양군,6015 ,2351615860 ,61 ,24837200 ,1360 ,271479270 ,11 ,76983890 
2022-10,충청남도,홍성군,12292 ,5098035250 ,165 ,69194350 ,2594 ,595344410 ,50 ,249570860 
2022-10,충청남도,예산군,12678 ,5226397920 ,134 ,63556980 ,2645 ,611482500 ,37 ,214730090 
2022-10,충청남도,태안군,10564 ,4170894480 ,106 ,38440550 ,2196 ,469246340 ,26 ,122480710 
2022-10,전라북도,전주시,57888 ,26537951560 ,849 ,462861520 ,10750 ,2877545870 ,185 ,800478060 
2022-10,전라북도,군산시,29732 ,13367913940 ,443 ,234955040 ,5637 ,1354470450 ,140 ,739152680 
2022-10,전라북도,익산시,33278 ,13766304680 ,474 ,202565800 ,6003 ,1340213910 ,101 ,458716210 
2022-10,전라북도,정읍시,16494 ,5843318750 ,168 ,78982880 ,3703 ,734961600 ,63 ,290287330 
2022-10,전라북도,남원시,12729 ,4646492750 ,137 ,50719050 ,2851 ,579615500 ,15 ,56001230 
2022-10,전라북도,김제시,13853 ,4970010760 ,139 ,51897660 ,3060 ,630951860 ,41 ,282320430 
2022-10,전라북도,완주군,12334 ,5062777310 ,158 ,60502910 ,2427 ,508323280 ,28 ,186159960 
2022-10,전라북도,진안군,4973 ,1892641800 ,47 ,19007040 ,1084 ,212906700 ,6 ,19073700 
2022-10,전라북도,무주군,4501 ,1677010920 ,40 ,16424640 ,1107 ,230702000 ,15 ,68969860 
2022-10,전라북도,장수군,4277 ,1573665220 ,45 ,17467740 ,1046 ,203418950 ,10 ,28045310 
2022-10,전라북도,임실군,5398 ,1984774440 ,42 ,19627810 ,1282 ,258434150 ,8 ,38019980 
2022-10,전라북도,순창군,5223 ,1832972930 ,37 ,15337670 ,1434 ,269815120 ,15 ,80002340 
2022-10,전라북도,고창군,9914 ,3463173040 ,86 ,37067790 ,2484 ,489944710 ,24 ,91126330 
2022-10,전라북도,부안군,8670 ,3047240840 ,77 ,30941880 ,2040 ,417753870 ,27 ,72631800 
2022-10,전라남도,목포시,21966 ,8726051190 ,295 ,135852640 ,4338 ,1001242380 ,66 ,325347470 
2022-10,전라남도,여수시,32443 ,14650810130 ,443 ,217358190 ,6869 ,1665379050 ,102 ,539941580 
2022-10,전라남도,순천시,26155 ,12115554040 ,407 ,195038470 ,5471 ,1315015530 ,81 ,499267840 
2022-10,전라남도,나주시,14757 ,5691105520 ,152 ,60690320 ,3521 ,741080780 ,37 ,153207770 
2022-10,전라남도,광양시,14204 ,7758957450 ,200 ,91911080 ,2898 ,712786770 ,46 ,276624760 
2022-10,전라남도,담양군,8255 ,3297043620 ,82 ,26265360 ,1892 ,398134040 ,26 ,197751070 
2022-10,전라남도,곡성군,5589 ,2081844760 ,49 ,18516360 ,1438 ,281897380 ,8 ,42243170 
2022-10,전라남도,구례군,4588 ,1720932000 ,46 ,21901280 ,1200 ,238005250 ,4 ,26729330 
2022-10,전라남도,고흥군,12560 ,4358920210 ,121 ,58647240 ,3771 ,757176140 ,17 ,78002410 
2022-10,전라남도,보성군,7309 ,2645772870 ,61 ,25570410 ,2069 ,414026060 ,20 ,110278830 
2022-10,전라남도,화순군,9960 ,3986301610 ,108 ,38673360 ,2587 ,537015880 ,23 ,73358270 
