이체년월,법정동시도,법정동시군_일부통합(연금일시금분류(일시금합침)),노령연금 수급자수,노령연금 금액,장애연금 수급자수,장애연금 금액,유족연금 수급자수,유족연금 금액,일시금 수급자수,일시금 금액
2023-01,전라북도,익산시,34187 ,15084184830 ,467 ,253176650 ,6090 ,1415444840 ,107 ,565944630 
2023-01,전라북도,정읍시,16828 ,6328711460 ,169 ,71537170 ,3770 ,787154260 ,28 ,197313800 
2023-01,전라북도,남원시,12986 ,5047807710 ,138 ,59087580 ,2879 ,617120460 ,32 ,173380190 
2023-01,전라북도,김제시,14161 ,5413196090 ,140 ,57674920 ,3113 ,674142520 ,38 ,218413480 
2023-01,전라북도,완주군,12705 ,5573951960 ,160 ,68946340 ,2468 ,547313580 ,25 ,84912660 
2023-01,전라북도,진안군,5083 ,2071229240 ,47 ,19634900 ,1104 ,227332620 ,4 ,23620080 
2023-01,전라북도,무주군,4572 ,1820111060 ,36 ,15146810 ,1103 ,234453510 ,4 ,26619220 
2023-01,전라북도,장수군,4340 ,1707291370 ,48 ,43276020 ,1057 ,215951280 ,5 ,47714960 
2023-01,전라북도,임실군,5526 ,2189842560 ,42 ,18233600 ,1305 ,277363970 ,9 ,69017330 
2023-01,전라북도,순창군,5307 ,2005540450 ,35 ,15226600 ,1439 ,283859160 ,8 ,21773740 
2023-01,전라북도,고창군,10079 ,3771924090 ,88 ,39051410 ,2498 ,525204700 ,25 ,96857100 
2023-01,전라북도,부안군,8831 ,3313304920 ,75 ,31437830 ,2067 ,443906080 ,22 ,102735870 
2023-01,전라남도,목포시,22440 ,9493576840 ,289 ,167946570 ,4389 ,1056759040 ,49 ,223813460 
2023-01,전라남도,여수시,33227 ,16035742760 ,443 ,246640690 ,6937 ,1784685150 ,105 ,686295410 
2023-01,전라남도,순천시,26936 ,13344483090 ,400 ,197867930 ,5556 ,1407390140 ,73 ,405165340 
2023-01,전라남도,나주시,15067 ,6176972410 ,153 ,70542350 ,3588 ,801098020 ,35 ,230453990 
2023-01,전라남도,광양시,14656 ,8563920960 ,193 ,124570670 ,2940 ,760144480 ,46 ,210438020 
2023-01,전라남도,담양군,8444 ,3615438490 ,81 ,28197040 ,1913 ,414041540 ,14 ,66494230 
2023-01,전라남도,곡성군,5706 ,2279403430 ,46 ,18395800 ,1452 ,297888300 ,8 ,59602750 
2023-01,전라남도,구례군,4644 ,1852586880 ,43 ,18411340 ,1220 ,255599990 ,5 ,35346650 
2023-01,전라남도,고흥군,12724 ,4688318890 ,119 ,49095000 ,3792 ,795933930 ,21 ,112902150 
2023-01,전라남도,보성군,7429 ,2860387230 ,60 ,26447580 ,2082 ,437529520 ,11 ,86937330 
2023-01,전라남도,화순군,10225 ,4374039530 ,107 ,41015730 ,2598 ,561581270 ,15 ,87894600 
2023-01,전라남도,장흥군,6310 ,2333844720 ,57 ,23995260 ,1743 ,390606970 ,21 ,72553120 
2023-01,전라남도,강진군,6276 ,2475321810 ,46 ,19900390 ,1659 ,370211520 ,13 ,37265420 
2023-01,전라남도,해남군,11173 ,4260798550 ,110 ,52125970 ,3081 ,696805200 ,31 ,103399130 
2023-01,전라남도,영암군,7959 ,3224236110 ,83 ,37072960 ,2130 ,477611340 ,19 ,117793960 
2023-01,전라남도,무안군,9732 ,3961033580 ,130 ,56894580 ,2473 ,562667750 ,15 ,69504800 
2023-01,전라남도,함평군,6194 ,2412095020 ,67 ,33354150 ,1649 ,356982060 ,15 ,53854890 
2023-01,전라남도,영광군,7855 ,3088430870 ,81 ,35187900 ,2135 ,454790890 ,7 ,42384960 
2023-01,전라남도,장성군,7866 ,3283749390 ,60 ,27949050 ,1799 ,371215370 ,25 ,154775850 
2023-01,전라남도,완도군,7664 ,2852185060 ,63 ,50800140 ,2317 ,521688180 ,20 ,103029580 
2023-01,전라남도,진도군,4784 ,1785695720 ,36 ,15519240 ,1448 ,325225460 ,12 ,42826230 
2023-01,전라남도,신안군,7501 ,2925766140 ,54 ,26903200 ,2074 ,462151200 ,13 ,71508020 
2023-01,경상북도,포항시,59744 ,36215702130 ,794 ,397354880 ,11283 ,3393261040 ,162 ,886101010 
2023-01,경상북도,경주시,36715 ,18897517550 ,520 ,268338660 ,6929 ,1760877310 ,100 ,649275540 
2023-01,경상북도,김천시,19253 ,8867337610 ,227 ,135982320 ,3737 ,902291440 ,56 ,291056190 
2023-01,경상북도,안동시,20776 ,8913706130 ,261 ,137078020 ,4731 ,1164950930 ,51 ,211561270 
2023-01,경상북도,구미시,35685 ,20130316690 ,581 ,396084210 ,6068 ,1698323300 ,98 ,651883000 
2023-01,경상북도,영주시,15182 ,6309660310 ,172 ,100177180 ,3159 ,751233690 ,38 ,205393920 
2023-01,경상북도,영천시,17265 ,7620707780 ,198 ,86300010 ,3520 ,804364280 ,46 ,271666050 
2023-01,경상북도,상주시,16967 ,7082626120 ,169 ,86077220 ,4443 ,999616150 ,32 ,194320090 
2023-01,경상북도,문경시,12303 ,5477073790 ,134 ,53319300 ,3000 ,683741660 ,19 ,87904030 
2023-01,경상북도,경산시,30032 ,14438431670 ,380 ,235962160 ,5412 ,1450153260 ,104 ,745241230 
2023-01,경상북도,군위군,5492 ,2384294370 ,43 ,17919980 ,1151 ,259031080 ,15 ,99724840 
2023-01,경상북도,의성군,11779 ,4881740630 ,103 ,41620920 ,3156 ,736208780 ,18 ,117923230 
2023-01,경상북도,청송군,5028 ,2198075660 ,45 ,19280250 ,1217 ,291102610 ,12 ,38625110 
2023-01,경상북도,영양군,3083 ,1279318890 ,25 ,10257650 ,808 ,199034970 ,4 ,18993550 
2023-01,경상북도,영덕군,7171 ,2884440080 ,53 ,28707980 ,1969 ,429092850 ,17 ,110144700 
2023-01,경상북도,청도군,9598 ,4310141120 ,71 ,38240780 ,2230 ,527514880 ,23 ,110444950 
2023-01,경상북도,고령군,5889 ,2505857410 ,69 ,27995580 ,1313 ,308147920 ,13 ,95255770 
2023-01,경상북도,성주군,8293 ,3718783110 ,68 ,47863920 ,1709 ,404235910 ,40 ,272453540 
2023-01,경상북도,칠곡군,12619 ,6428196180 ,167 ,95976910 ,2419 ,643210590 ,54 ,336821070 
2023-01,경상북도,예천군,8922 ,3745984360 ,91 ,38639260 ,2422 ,551649200 ,9 ,56794880 
2023-01,경상북도,봉화군,6391 ,2780314930 ,64 ,40727950 ,1439 ,327394300 ,16 ,88001560 
2023-01,경상북도,울진군,7568 ,3383910850 ,77 ,48104210 ,1914 ,431232790 ,20 ,103203490 
2023-01,경상북도,울릉군,1299 ,597529470 ,9 ,2918470 ,263 ,66652970 ,12 ,61416540 
2023-01,경상남도,창원시,110357 ,65785999890 ,1564 ,887098200 ,17853 ,5406291310 ,279 ,1650159290 
2023-01,경상남도,진주시,35003 ,17009848780 ,544 ,253502080 ,7021 ,1841446680 ,96 ,526065390 
2023-01,경상남도,통영시,14411 ,6544517350 ,226 ,123522020 ,3036 ,778532070 ,70 ,481502630 
2023-01,경상남도,사천시,13016 ,5776440720 ,173 ,77301630 ,2823 ,694123660 ,39 ,232513920 
2023-01,경상남도,김해시,46590 ,24877274110 ,1003 ,498105150 ,8612 ,2415280650 ,225 ,1668798360 
2023-01,경상남도,밀양시,17778 ,8340765130 ,172 ,162810590 ,3784 ,903574470 ,54 ,269438110 
2023-01,경상남도,거제시,22140 ,15604419340 ,380 ,190919160 ,4219 ,1328910030 ,72 ,593096120 
2023-01,경상남도,양산시,36968 ,19897786490 ,633 ,317055280 ,6387 ,1852197810 ,104 ,712799800 
2023-01,경상남도,의령군,5415 ,2403730440 ,47 ,19261870 ,1305 ,292885360 ,11 ,53171330 
2023-01,경상남도,함안군,10021 ,4944508740 ,108 ,44514790 ,2162 ,529974460 ,42 ,325492060 
2023-01,경상남도,창녕군,11233 ,5072813710 ,127 ,113526110 ,2498 ,580084820 ,31 ,205994260 
2023-01,경상남도,고성군,9188 ,4058168420 ,115 ,55737990 ,2015 ,470011830 ,23 ,104269130 
2023-01,경상남도,남해군,8055 ,3486509450 ,80 ,33405640 ,2254 ,522532210 ,19 ,115334230 
2023-01,경상남도,하동군,8310 ,3580285060 ,79 ,33967180 ,1939 ,448160170 ,11 ,53192900 
2023-01,경상남도,산청군,6993 ,3114938840 ,57 ,24289860 ,1656 ,379560700 ,16 ,79331230 
2023-01,경상남도,함양군,7109 ,2977781070 ,60 ,24216010 ,1834 ,423699500 ,11 ,58379390 
2023-01,경상남도,거창군,9851 ,4128320020 ,91 ,34536070 ,2524 ,573631930 ,14 ,73806920 
2023-01,경상남도,합천군,9205 ,3928759540 ,78 ,31972170 ,2501 ,567019230 ,13 ,57331410 
2023-01,제주특별자치도,제주시,44516 ,21523283000 ,573 ,373480460 ,8842 ,2410413450 ,143 ,945584290 
2023-01,제주특별자치도,서귀포시,21778 ,9927810200 ,236 ,122990990 ,4237 ,1092176920 ,91 ,560688120 
2023-02,서울특별시,종로구,14107 ,7620252320 ,94 ,48261510 ,2044 ,639594310 ,45 ,238313180 
2023-02,서울특별시,중구,12506 ,6321034950 ,106 ,62053350 ,1730 ,526169770 ,50 ,290863290 
2023-02,서울특별시,용산구,20497 ,12307811660 ,169 ,137048920 ,2842 ,943101900 ,78 ,592302120 
2023-02,서울특별시,성동구,27119 ,15053521560 ,225 ,134920110 ,4008 ,1243785710 ,93 ,627608710 
2023-02,서울특별시,광진구,31404 ,17120531890 ,284 ,184446620 ,4694 ,1446965380 ,140 ,1020589570 
2023-02,서울특별시,동대문구,34609 ,16771497600 ,373 ,191673400 ,5488 ,1601021460 ,87 ,615349810 
2023-02,서울특별시,중랑구,41387 ,19358229700 ,445 ,204181410 ,6573 ,1878368250 ,163 ,846770930 
2023-02,서울특별시,성북구,41956 ,21312617510 ,410 ,232303150 ,6641 ,1972909570 ,101 ,568370360 
2023-02,서울특별시,강북구,34043 ,15133245140 ,405 ,203973590 ,5614 ,1572191840 ,125 ,628738570 
2023-02,서울특별시,도봉구,38516 ,19833762340 ,391 ,201619730 ,5710 ,1665540710 ,112 ,616564850 
2023-02,서울특별시,노원구,50299 ,26174853110 ,634 ,387916220 ,8155 ,2458016190 ,141 ,715504870 
2023-02,서울특별시,은평구,49649 ,24568965080 ,530 ,272842040 ,7621 ,2278886440 ,160 ,890736660 
2023-02,서울특별시,서대문구,30366 ,16019951020 ,304 ,239301640 ,4658 ,1425194910 ,84 ,601804440 
2023-02,서울특별시,마포구,30862 ,17376763850 ,301 ,207184890 ,4881 ,1540044660 ,85 ,403520580 
2023-02,서울특별시,양천구,44243 ,25872114890 ,444 ,315046930 ,6439 ,2048865760 ,102 ,677625570 
2023-02,서울특별시,강서구,56525 ,31151396740 ,709 ,396853640 ,8143 ,2521256420 ,173 ,919614620 
2023-02,서울특별시,구로구,43947 ,23158471950 ,480 ,254260200 ,6560 ,1975173600 ,201 ,1145712050 
2023-02,서울특별시,금천구,25060 ,12375264650 ,293 ,161040570 ,3702 ,1037896630 ,125 ,641964140 
2023-02,서울특별시,영등포구,36014 ,21055217910 ,375 ,213891320 ,5256 ,1714352470 ,199 ,1035941210 
2023-02,서울특별시,동작구,38190 ,21809881840 ,311 ,171427730 ,5562 ,1798150000 ,120 ,784293270 
2023-02,서울특별시,관악구,45659 ,22388564220 ,504 ,291622640 ,7149 ,2122433170 ,165 ,979004950 
2023-02,서울특별시,서초구,35881 ,25998452770 ,240 ,209852460 ,4555 ,1858150290 ,78 ,709666420 
2023-02,서울특별시,강남구,46379 ,33958930430 ,393 ,266012940 ,6316 ,2568048110 ,117 ,975671680 
2023-02,서울특별시,송파구,63487 ,41932069250 ,584 ,430716670 ,7913 ,2836451790 ,165 ,1180588680 
2023-02,서울특별시,강동구,46109 ,26459976150 ,519 ,311493580 ,6418 ,2118704290 ,149 ,869477440 
2023-02,부산광역시,중구,5811 ,2482982700 ,70 ,63106720 ,945 ,242770180 ,20 ,125416280 
2023-02,부산광역시,서구,14872 ,6988543010 ,167 ,94042500 ,2705 ,736822300 ,56 ,277647210 
2023-02,부산광역시,동구,12252 ,5527667180 ,140 ,78427720 ,2367 ,656865110 ,38 ,253586250 
2023-02,부산광역시,영도구,17416 ,8556316880 ,220 ,106672800 ,3432 ,965600200 ,59 ,316724240 
2023-02,부산광역시,부산진구,43398 ,21558443980 ,554 ,248673240 ,8053 ,2252967850 ,177 ,1003655680 
2023-02,부산광역시,동래구,32160 ,17068304750 ,351 ,272082930 ,5576 ,1665385660 ,90 ,405822980 
2023-02,부산광역시,남구,32034 ,16647850190 ,367 ,240608860 ,6027 ,1820115140 ,70 ,348217910 
2023-02,부산광역시,북구,35472 ,19090946520 ,517 ,281100840 ,5544 ,1603583550 ,91 ,455278910 
2023-02,부산광역시,해운대구,43828 ,25039125990 ,478 ,237383640 ,7240 ,2236166670 ,110 ,679340650 
2023-02,부산광역시,사하구,41280 ,21540140980 ,566 ,297246740 ,6902 ,2028621430 ,149 ,1016417790 
2023-02,부산광역시,금정구,30015 ,16087774750 ,342 ,175610350 ,4984 ,1494641050 ,72 ,421791840 
2023-02,부산광역시,강서구,12453 ,6671324550 ,175 ,71438000 ,1923 ,546541110 ,74 ,590627420 
2023-02,부산광역시,연제구,24860 ,12762465100 ,273 ,146116800 ,4309 ,1252630600 ,86 ,393697700 
2023-02,부산광역시,수영구,21979 ,11582438570 ,244 ,166584670 ,3666 ,1140969110 ,56 ,377625080 
2023-02,부산광역시,사상구,28691 ,14837116240 ,392 ,202554330 ,4956 ,1380080370 ,118 ,542098080 
2023-02,부산광역시,기장군,17681 ,9024780710 ,251 ,106775450 ,3171 ,904643880 ,58 ,346677810 
2023-02,대구광역시,중구,8445 ,3729739040 ,89 ,93316990 ,1446 ,411995350 ,21 ,145283680 
2023-02,대구광역시,동구,41096 ,18830714690 ,519 ,300918610 ,7130 ,1945722640 ,96 ,424318580 
2023-02,대구광역시,서구,24482 ,10640803300 ,331 ,132499890 ,4499 ,1160750140 ,108 ,481855440 
2023-02,대구광역시,남구,17813 ,7769637300 ,204 ,96576790 ,3304 ,894560380 ,64 ,361608090 
2023-02,대구광역시,북구,45092 ,21952954240 ,664 ,341848850 ,8377 ,2273592480 ,141 ,814413360 
2023-02,대구광역시,수성구,38801 ,21763398210 ,487 ,248305480 ,6553 ,2036573320 ,101 ,476060090 
2023-02,대구광역시,달서구,56572 ,29453751270 ,844 ,443449140 ,9747 ,2758388450 ,156 ,1022996710 
2023-02,대구광역시,달성군,25821 ,13123180380 ,397 ,182107540 ,4540 ,1207442420 ,97 ,602141220 
2023-02,인천광역시,중구,12774 ,6632440070 ,175 ,187695110 ,1959 ,563057070 ,59 ,428112930 
2023-02,인천광역시,동구,8402 ,4209833000 ,103 ,41565140 ,1495 ,419837910 ,27 ,171994630 
2023-02,인천광역시,미추홀구,42322 ,21240290050 ,591 ,300927860 ,7420 ,2218029900 ,184 ,1019236710 
2023-02,인천광역시,연수구,29491 ,19092922100 ,410 ,245768230 ,4324 ,1425403030 ,118 ,805309400 
2023-02,인천광역시,남동구,47838 ,25444533970 ,810 ,389486430 ,7851 ,2325661120 ,282 ,1661518240 
2023-02,인천광역시,부평구,49247 ,26049167400 ,761 ,395714230 ,8187 ,2429412980 ,235 ,1253286280 
2023-02,인천광역시,계양구,29537 ,15845719100 ,452 ,234506940 ,4688 ,1345381050 ,137 ,715838140 
2023-02,인천광역시,서구,47020 ,26342332020 ,844 ,441451610 ,7349 ,2226106810 ,218 ,1581258230 
2023-02,인천광역시,강화군,12824 ,6140467940 ,102 ,48048980 ,2038 ,496051980 ,31 ,206620430 
2023-02,인천광역시,옹진군,3221 ,1608406920 ,26 ,12093110 ,576 ,159873100 ,16 ,75950450 
2023-02,광주광역시,동구,12114 ,5590836700 ,106 ,104401800 ,2048 ,545712260 ,27 ,148564190 
2023-02,광주광역시,서구,26043 ,13448782170 ,330 ,148232650 ,4613 ,1311197200 ,89 ,436634970 
2023-02,광주광역시,남구,22016 ,10277602450 ,274 ,169971760 ,3999 ,1101468140 ,61 ,260076040 
2023-02,광주광역시,북구,40779 ,19686230330 ,584 ,310684270 ,7233 ,2002663330 ,123 ,712945350 
2023-02,광주광역시,광산구,26991 ,13856370850 ,542 ,243266570 ,5496 ,1503849300 ,127 ,671256470 
2023-02,대전광역시,동구,25060 ,11213485530 ,321 ,174786570 ,4311 ,1137319470 ,75 ,312378130 
2023-02,대전광역시,중구,25861 ,12093818570 ,302 ,141501590 ,4410 ,1226139130 ,80 ,523260580 
2023-02,대전광역시,서구,39419 ,21338757970 ,495 ,355063940 ,6293 ,1879345070 ,126 ,779404410 
2023-02,대전광역시,유성구,23731 ,15269420110 ,316 ,204669760 ,3562 ,1170120400 ,74 ,440774420 
2023-02,대전광역시,대덕구,19325 ,9975581490 ,306 ,155489960 ,3036 ,877658800 ,101 ,551125220 
2023-02,울산광역시,중구,23073 ,15427461770 ,353 ,218742840 ,3809 ,1276090770 ,60 ,273555830 
2023-02,울산광역시,남구,30552 ,21725660960 ,440 ,265921830 ,4964 ,1808056870 ,117 ,724227510 
2023-02,울산광역시,동구,17887 ,15767306330 ,204 ,108957410 ,2674 ,1042388160 ,53 ,295160840 
2023-02,울산광역시,북구,16844 ,13555876090 ,313 ,179040580 ,2783 ,980328430 ,61 ,375270840 
2023-02,울산광역시,울주군,25156 ,15690556210 ,373 ,218386040 ,4319 ,1277346870 ,92 ,605392660 
2023-02,세종특별자치시,세종특별자치시,23960 ,13506739170 ,326 ,187407270 ,4101 ,1162116600 ,78 ,754504530 
2023-02,경기도,수원시,90927 ,52876109770 ,1315 ,864528530 ,14825 ,4568337590 ,418 ,2456017040 
2023-02,경기도,성남시,86941 ,51777539410 ,912 ,716952880 ,12496 ,4004223340 ,284 ,1841062350 
2023-02,경기도,의정부시,42304 ,20557800860 ,600 ,400227340 ,7496 ,2165043490 ,184 ,999648950 
2023-02,경기도,안양시,55402 ,32950979580 ,624 ,368906150 ,8084 ,2555810010 ,172 ,891210470 
2023-02,경기도,부천시,82066 ,43459326790 ,1067 ,690583880 ,12362 ,3618505240 ,277 ,1649978940 
2023-02,경기도,광명시,29408 ,15854417300 ,366 ,181042680 ,4545 ,1335768470 ,82 ,444361950 
2023-02,경기도,평택시,45098 ,24274285270 ,682 ,387507720 ,8296 ,2347580200 ,259 ,1805266880 
2023-02,경기도,동두천시,10371 ,4756049640 ,144 ,63737180 ,1954 ,527676640 ,52 ,364420940 
2023-02,경기도,안산시,54745 ,31106636500 ,1025 ,522167860 ,8988 ,2669615800 ,393 ,2623719860 
2023-02,경기도,고양시,95921 ,55404278710 ,1188 ,736565320 ,14630 ,4712258590 ,321 ,1929679230 
2023-02,경기도,과천시,6676 ,4918335630 ,37 ,22547900 ,801 ,285510460 ,11 ,23805100 
2023-02,경기도,구리시,17340 ,8993812490 ,237 ,176883550 ,2708 ,793349640 ,70 ,377460480 
2023-02,경기도,남양주시,63351 ,31942654410 ,946 ,554563610 ,10175 ,2954026710 ,234 ,1312288620 
2023-02,경기도,오산시,16495 ,8921810020 ,283 ,183463810 ,2938 ,873405560 ,77 ,597459020 
2023-02,경기도,시흥시,37201 ,19659760580 ,802 ,485340600 ,5945 ,1705824980 ,353 ,2217487110 
2023-02,경기도,군포시,26281 ,15509540230 ,317 ,228420620 ,3979 ,1266784460 ,81 ,461995290 
2023-02,경기도,의왕시,16689 ,10416844360 ,182 ,191055920 ,2300 ,752161100 ,42 ,219341490 
2023-02,경기도,하남시,27697 ,15773626500 ,339 ,263074730 ,3680 ,1151038420 ,79 ,441835590 
2023-02,경기도,용인시,91012 ,56940926050 ,1020 ,566136850 ,13663 ,4823273790 ,293 ,2184388990 
2023-02,경기도,파주시,41366 ,21079742420 ,618 ,304167890 ,7170 ,2002458360 ,250 ,1953275980 
2023-02,경기도,이천시,21228 ,11018511520 ,306 ,151551130 ,3747 ,1009333700 ,93 ,754634470 
2023-02,경기도,안성시,21112 ,10695994740 ,249 ,192936980 ,3625 ,949078430 ,121 ,939033670 
2023-02,경기도,김포시,39687 ,21895127980 ,542 ,290585200 ,6023 ,1848535430 ,239 ,1957028000 
2023-02,경기도,화성시,58126 ,32751604370 ,978 ,558170530 ,9378 ,2735866930 ,432 ,3667950930 
2023-02,경기도,광주시,37046 ,19091450720 ,497 ,254167130 ,5393 ,1560017770 ,172 ,1208513810 
2023-02,경기도,양주시,23569 ,11380103150 ,352 ,158065820 ,3946 ,1088016470 ,83 ,548748890 
2023-02,경기도,포천시,18584 ,8786872300 ,260 ,120028530 ,3126 ,810799560 ,121 ,894961280 
2023-02,경기도,여주시,14680 ,7260298920 ,201 ,88300350 ,2641 ,664028530 ,69 ,474901760 
2023-02,경기도,연천군,6134 ,2754737160 ,70 ,36631000 ,1166 ,287296010 ,19 ,132847570 
2023-02,경기도,가평군,9378 ,4639549100 ,107 ,45572570 ,1535 ,393408930 ,32 ,152027890 
2023-02,경기도,양평군,18662 ,10008672380 ,183 ,96506660 ,2892 ,786112100 ,51 ,192379280 
2023-02,강원도,춘천시,26378 ,12857851070 ,393 ,169706390 ,4874 ,1356222050 ,111 ,637003580 
2023-02,강원도,원주시,33481 ,16843123490 ,531 ,289373880 ,5853 ,1573524200 ,150 ,885099250 
2023-02,강원도,강릉시,25651 ,12271229260 ,356 ,176425100 ,5094 ,1353984400 ,120 ,583503200 
2023-02,강원도,동해시,10483 ,5323443760 ,155 ,61085740 ,2090 ,574613060 ,26 ,174278190 
2023-02,강원도,태백시,6557 ,3488006220 ,119 ,47052430 ,1463 ,349629490 ,16 ,94706230 
2023-02,강원도,속초시,8492 ,3852476280 ,115 ,55042510 ,1563 ,399744370 ,39 ,203637940 
2023-02,강원도,삼척시,9772 ,5143881810 ,119 ,49531300 ,2225 ,578675100 ,31 ,170080380 
2023-02,강원도,홍천군,10878 ,5191614230 ,111 ,82963340 ,1958 ,472070550 ,40 ,296134530 
2023-02,강원도,횡성군,8690 ,4251895420 ,101 ,41900310 ,1399 ,333908980 ,25 ,125511830 
2023-02,강원도,영월군,6564 ,3216489230 ,77 ,39569460 ,1237 ,315040290 ,16 ,107434540 
2023-02,강원도,평창군,6994 ,3338842780 ,65 ,30520960 ,1213 ,295490670 ,28 ,226866300 
2023-02,강원도,정선군,6013 ,2815734330 ,99 ,36304600 ,1333 ,315761560 ,12 ,67806070 
2023-02,강원도,철원군,5343 ,2301288230 ,49 ,22572400 ,1150 ,277790360 ,19 ,181164540 
2023-02,강원도,화천군,3022 ,1322430050 ,28 ,12056960 ,595 ,145532070 ,10 ,51519530 
2023-02,강원도,양구군,2515 ,1078219030 ,28 ,11512640 ,517 ,123948710 ,11 ,86129950 
2023-02,강원도,인제군,3856 ,1746235660 ,36 ,14680490 ,727 ,180563980 ,15 ,78785880 
2023-02,강원도,고성군,4057 ,1712447730 ,47 ,30856420 ,952 ,222782180 ,27 ,158155390 
2023-02,강원도,양양군,4511 ,2056752250 ,49 ,20482040 ,1042 ,261817930 ,24 ,92236560 
2023-02,충청북도,청주시,75229 ,39427396500 ,1095 ,585825910 ,13712 ,3845615480 ,243 ,1577033930 
2023-02,충청북도,충주시,25139 ,11733126920 ,338 ,160790410 ,4674 ,1156071410 ,108 ,825426810 
2023-02,충청북도,제천시,17473 ,8476538100 ,229 ,89373560 ,3215 ,844126910 ,52 ,268403540 
2023-02,충청북도,보은군,6229 ,2757458610 ,61 ,27520780 ,1448 ,338302890 ,14 ,53021450 
2023-02,충청북도,옥천군,9155 ,4211246820 ,100 ,48849120 ,1802 ,434589090 ,25 ,116681270 
2023-02,충청북도,영동군,8584 ,3841898230 ,66 ,28175640 ,1824 ,442006600 ,32 ,150572710 
2023-02,충청북도,증평군,4035 ,1927411870 ,51 ,29319730 ,738 ,175970350 ,28 ,200925380 
2023-02,충청북도,진천군,9369 ,4652834990 ,119 ,57497710 ,1713 ,444043230 ,69 ,615347620 
2023-02,충청북도,괴산군,7651 ,3660825070 ,38 ,30624550 ,1514 ,358378790 ,21 ,139826770 
2023-02,충청북도,음성군,12803 ,6150263050 ,167 ,72228530 ,2306 ,567639720 ,98 ,912593020 
2023-02,충청북도,단양군,5483 ,2670816310 ,60 ,29145980 ,1063 ,265815500 ,22 ,117922810 
2023-02,충청남도,천안시,50155 ,26894205800 ,827 ,511606680 ,8938 ,2516161920 ,259 ,1801537320 
2023-02,충청남도,공주시,15627 ,6899560000 ,148 ,80205470 ,3116 ,752774370 ,45 ,290407120 
2023-02,충청남도,보령시,14946 ,6335841000 ,212 ,100673690 ,3227 ,700527580 ,65 ,398509410 
2023-02,충청남도,아산시,26761 ,13503601900 ,439 ,263097450 ,4849 ,1285776850 ,143 ,930790650 
2023-02,충청남도,서산시,18598 ,8795210160 ,215 ,109207470 ,3482 ,860951190 ,57 ,458475430 
2023-02,충청남도,논산시,16880 ,7159232470 ,158 ,63682580 ,3422 ,784671660 ,66 ,330562920 
2023-02,충청남도,계룡시,2845 ,1395811560 ,44 ,16581340 ,484 ,132830890 ,15 ,102921510 
2023-02,충청남도,당진시,18212 ,8564048470 ,240 ,136710890 ,3569 ,890356430 ,114 ,836201390 
2023-02,충청남도,금산군,9073 ,3758374470 ,72 ,30847570 ,1987 ,433674280 ,29 ,153241730 
2023-02,충청남도,부여군,12432 ,5196798800 ,135 ,52826720 ,2678 ,606407420 ,33 ,137394880 
2023-02,충청남도,서천군,10080 ,4201498480 ,127 ,70572440 ,2116 ,468862060 ,21 ,61902700 
2023-02,충청남도,청양군,6125 ,2562810060 ,59 ,25219500 ,1389 ,306146580 ,9 ,68367670 
2023-02,충청남도,홍성군,12588 ,5578927610 ,164 ,76256200 ,2645 ,642435500 ,44 ,191196590 
2023-02,충청남도,예산군,12971 ,5742137200 ,136 ,57826870 ,2694 ,641468560 ,51 ,315618690 
2023-02,충청남도,태안군,10811 ,4560817640 ,104 ,39492650 ,2248 ,510101840 ,25 ,106390780 
2023-02,전라북도,전주시,59511 ,29190078840 ,828 ,448408120 ,10488 ,2906586780 ,163 ,793377320 
2023-02,전라북도,군산시,30573 ,14732164920 ,446 ,219847850 ,5746 ,1461675610 ,104 ,647898950 
2023-02,전라북도,익산시,34282 ,15177738840 ,464 ,193008620 ,6139 ,1462180320 ,142 ,755340590 
2023-02,전라북도,정읍시,16843 ,6359844860 ,172 ,80282590 ,3798 ,793443690 ,56 ,382165760 
2023-02,전라북도,남원시,13023 ,5093589620 ,140 ,73217280 ,2892 ,621683970 ,34 ,147876070 
2023-02,전라북도,김제시,14191 ,5450664760 ,137 ,53596950 ,3141 ,682538720 ,48 ,234527770 
2023-02,전라북도,완주군,12759 ,5600767360 ,158 ,65108490 ,2475 ,549598710 ,38 ,266105930 
2023-02,전라북도,진안군,5114 ,2104000260 ,47 ,19634900 ,1103 ,228048840 ,7 ,56718330 
2023-02,전라북도,무주군,4582 ,1830342930 ,37 ,17361970 ,1109 ,237511490 ,8 ,77663530 
2023-02,전라북도,장수군,4341 ,1713470850 ,46 ,18326870 ,1066 ,218733160 ,9 ,27113290 
2023-02,전라북도,임실군,5541 ,2210297370 ,42 ,18627060 ,1308 ,279694690 ,14 ,104788660 
2023-02,전라북도,순창군,5327 ,2023790290 ,37 ,19033320 ,1451 ,292938330 ,12 ,92143660 
2023-02,전라북도,고창군,10133 ,3808199620 ,90 ,43583120 ,2509 ,518153130 ,16 ,112800180 
2023-02,전라북도,부안군,8876 ,3345952140 ,76 ,31999020 ,2072 ,445133400 ,34 ,179583970 
2023-02,전라남도,목포시,22514 ,9579700320 ,286 ,169854900 ,4412 ,1064979360 ,96 ,420616420 
2023-02,전라남도,여수시,33308 ,16172623520 ,444 ,220767070 ,6974 ,1764374450 ,112 ,765375180 
2023-02,전라남도,순천시,27029 ,13429701330 ,402 ,293711180 ,5587 ,1411487400 ,102 ,572085320 
